"year","PRIM_STATE","AREA","AREA_NAME","OCC_CODE","OCC_TITLE","GROUP","TOT_EMP","EMP_PRSE","JOBS_1000","LOC_QUOTIENT","A_MEAN","MEAN_PRSE","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"2011","CA","42044","Anaheim, CA","27-4011","Audio and Video Equipment Technicians",,690,10.5,0.501,1.05,55020,4.6,30660,47520,56110,64210,72440
"2011","CA","42044","Anaheim, CA","27-4012","Broadcast Technicians",,100,30.2,0.075,1.05,29330,10.9,17680,18910,26660,33410,48500
"2011","CA","42044","Anaheim, CA","27-4014","Sound Engineering Technicians",,370,19.4,0.267,1.05,58780,4.2,49320,52970,59060,66490,73070
"2011","CA","42044","Anaheim, CA","27-4021","Photographers",,480,14.5,0.345,1.05,42580,9.5,20710,25860,32300,47990,75570
"2011","CA","42044","Anaheim, CA","27-4031","Camera Operators, Television, Video, and Motion Picture",,70,28.1,0.051,1.05,46390,10.4,25460,28030,48850,57550,71410
"2011","CA","42044","Anaheim, CA","27-4032","Film and Video Editors",,140,10.6,0.102,1.05,40730,9.1,21630,25530,32040,51370,78700
"2011","CA","42044","Anaheim, CA","27-4099","Media and Communication Equipment Workers, All Other",,120,14.5,0.085,1.05,56750,3.4,33010,49550,58450,69050,76730
"2011","CA","42060","Santa Barbara, CA","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",3070,11.5,18.49,1.04,58340,4.7,26180,34940,51050,72430,101870
"2011","CA","42060","Santa Barbara, CA","27-1011","Art Directors",,50,34.5,0.297,1.04,88060,7.9,23800,38040,80340,129540,148240
"2011","CA","42060","Santa Barbara, CA","27-1021","Commercial and Industrial Designers",,30,37.9,0.193,1.04,61920,3.4,36240,51110,64590,73820,84910
"2011","CA","42060","Santa Barbara, CA","27-1024","Graphic Designers",,440,40.9,2.656,1.04,52900,7,31320,38740,46620,57730,76230
"2011","CA","42060","Santa Barbara, CA","27-1025","Interior Designers",,70,23.3,0.417,1.04,60860,6,37530,42650,61130,78390,89930
"2011","CA","42060","Santa Barbara, CA","27-1026","Merchandise Displayers and Window Trimmers",,120,44.7,0.717,1.04,32640,4.5,22820,27250,32760,37060,42020
"2011","CA","42060","Santa Barbara, CA","27-2012","Producers and Directors",,150,35.9,0.891,1.04,82600,7.6,34270,50870,62890,93980,168720
"2011","CA","42060","Santa Barbara, CA","27-3011","Radio and Television Announcers",,50,18.4,0.299,1.04,35400,8.5,20420,23590,30390,38680,57010
"2011","CA","42060","Santa Barbara, CA","27-3022","Reporters and Correspondents",,50,33.5,0.272,1.04,39470,4.6,25090,27840,33480,51460,63060
"2011","CA","42060","Santa Barbara, CA","27-3031","Public Relations Specialists",,300,12.8,1.803,1.04,54550,4.3,29740,42160,52490,67190,83060
"2011","CA","42060","Santa Barbara, CA","27-3041","Editors",,130,25,0.801,1.04,61410,6.8,32810,44150,56270,74230,105450
"2011","CA","42060","Santa Barbara, CA","27-3042","Technical Writers",,60,32.3,0.336,1.04,71670,6.1,46760,54950,68590,86200,106270
"2011","CA","42060","Santa Barbara, CA","27-3091","Interpreters and Translators",,50,32.5,0.324,1.04,57470,8.5,28590,41240,49220,70540,101020
"2011","CA","42060","Santa Barbara, CA","27-3099","Media and Communication Workers, All Other",,70,42.6,0.394,1.04,42600,7.2,20230,27820,37030,56220,72650
"2011","CA","42060","Santa Barbara, CA","27-4011","Audio and Video Equipment Technicians",,70,33.2,0.442,1.04,50810,7.3,34060,39380,45060,54990,85940
"2011","CA","42060","Santa Barbara, CA","27-4012","Broadcast Technicians",,30,31.1,0.197,1.04,32600,15.7,18360,22650,28380,35210,58120
"2011","CA","42060","Santa Barbara, CA","27-4021","Photographers",,60,21.2,0.353,1.04,39670,12,17710,18820,27520,60630,84860
"2011","CA","42060","Santa Barbara, CA","27-4031","Camera Operators, Television, Video, and Motion Picture",,40,13.2,0.248,1.04,52230,13.7,26400,28850,52840,63410,100240
"2011","CO","17820","Colorado Springs, CO","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",4250,5.1,17.596,1.01,47400,3.7,19650,26990,43070,61880,80780
"2011","CO","17820","Colorado Springs, CO","27-1023","Floral Designers",,90,15.8,0.381,1.01,29440,4.4,19750,22250,27340,34510,45440
"2011","CO","17820","Colorado Springs, CO","27-1024","Graphic Designers",,430,15.7,1.779,1.01,43410,4.2,23930,31020,39780,54820,67970
"2011","CO","17820","Colorado Springs, CO","27-1025","Interior Designers",,40,38.3,0.173,1.01,41770,7.4,22200,28590,40160,46170,70520
"2011","CO","17820","Colorado Springs, CO","27-1026","Merchandise Displayers and Window Trimmers",,80,18.2,0.319,1.01,26680,4.6,20270,21720,24130,29060,35580
"2011","CO","17820","Colorado Springs, CO","27-2012","Producers and Directors",,100,18.1,0.423,1.01,44420,7.3,20720,31380,46930,56920,66490
"2011","CO","17820","Colorado Springs, CO","27-2041","Music Directors and Composers",,30,40.6,0.138,1.01,50270,6.1,38780,44790,51060,56360,59540
"2011","CO","17820","Colorado Springs, CO","27-3011","Radio and Television Announcers",,90,28.9,0.376,1.01,30480,5.9,17050,19530,28520,37910,46250
"2011","CO","17820","Colorado Springs, CO","27-3012","Public Address System and Other Announcers",,70,30.1,0.289,1.01,18500,5.7,15880,16640,17920,19190,22730
"2011","CO","17820","Colorado Springs, CO","27-3022","Reporters and Correspondents",,70,28.1,0.276,1.01,35140,8.7,23550,28220,33740,38080,47180
"2011","CO","17820","Colorado Springs, CO","27-3031","Public Relations Specialists",,690,7.1,2.859,1.01,64570,4.6,30510,39610,58690,78840,115960
"2011","CO","17820","Colorado Springs, CO","27-3041","Editors",,320,7.8,1.315,1.01,50440,2.9,34150,40440,46850,56980,74150
"2011","CO","17820","Colorado Springs, CO","27-3042","Technical Writers",,150,19.1,0.628,1.01,61880,2.9,45220,52220,62170,71920,81650
"2011","CO","17820","Colorado Springs, CO","27-3043","Writers and Authors",,110,18.2,0.472,1.01,51410,10.4,24720,32970,47740,56600,83000
"2011","CO","17820","Colorado Springs, CO","27-3099","Media and Communication Workers, All Other",,80,45.7,0.331,1.01,37770,8.3,24870,26250,28560,46950,69590
"2011","CO","17820","Colorado Springs, CO","27-4012","Broadcast Technicians",,100,37.7,0.408,1.01,36280,29.7,17430,24410,27550,39540,69970
"2011","CO","17820","Colorado Springs, CO","27-4021","Photographers",,150,21.9,0.611,1.01,31790,14.5,17450,20320,25830,43640,55350
"2011","CO","17820","Colorado Springs, CO","27-4032","Film and Video Editors",,30,19.7,0.139,1.01,27480,7.6,20710,22440,25870,31050,37750
"2011","CO","17820","Colorado Springs, CO","27-4099","Media and Communication Equipment Workers, All Other",,170,13.5,0.711,1.01,76690,5.7,53730,68870,80280,90010,100910
"2011","CO","19740","Denver, CO","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",21700,4.2,18.072,1,53010,2.4,20750,30580,46000,67120,90210
"2011","CO","19740","Denver, CO","27-1011","Art Directors",,340,15.7,0.283,1,77890,4.7,43490,55350,77880,96680,116120
"2011","CO","19740","Denver, CO","27-1014","Multimedia Artists and Animators",,170,22.9,0.14,1,58330,7.1,38730,43760,54840,72580,86590
"2011","CO","19740","Denver, CO","27-1019","Artists and Related Workers, All Other",,70,28,0.058,1,45020,7.7,31050,33600,37000,47180,82220
"2011","CO","19740","Denver, CO","27-1021","Commercial and Industrial Designers",,150,22.1,0.127,1,64110,14.8,38570,43170,54790,90110,110340
"2011","CO","19740","Denver, CO","27-1022","Fashion Designers",,60,26.4,0.048,1,66270,12.6,30950,40080,53030,74660,116720
"2011","CO","19740","Denver, CO","27-1023","Floral Designers",,470,16,0.388,1,27720,3.9,17540,20920,26970,33010,38330
"2011","CO","19740","Denver, CO","27-1024","Graphic Designers",,2400,14.6,1.995,1,45130,2,26770,32230,42050,55330,68720
"2011","CO","19740","Denver, CO","27-1025","Interior Designers",,720,14.5,0.602,1,57970,8.1,32320,39020,46560,71200,107880
"2011","CO","19740","Denver, CO","27-1026","Merchandise Displayers and Window Trimmers",,1040,21.4,0.869,1,25830,2.8,17940,21340,26000,29340,32730
"2011","CO","19740","Denver, CO","27-1027","Set and Exhibit Designers",,30,18.4,0.025,1,44420,4.1,25500,30010,36460,62990,72700
"2011","CO","19740","Denver, CO","27-2012","Producers and Directors",,690,10.4,0.578,1,65390,3.9,29260,40060,57860,83680,111290
"2011","CO","19740","Denver, CO","27-3011","Radio and Television Announcers",,380,24.6,0.317,1,48220,13.4,17210,19680,27930,56380,95830
"2011","CO","19740","Denver, CO","27-3022","Reporters and Correspondents",,450,28.6,0.374,1,59430,11.4,26550,34110,45740,71320,100300
"2011","CO","19740","Denver, CO","27-3031","Public Relations Specialists",,4650,6.9,3.872,1,63720,1.9,33680,42750,59170,78350,100530
"2011","CO","19740","Denver, CO","27-3041","Editors",,1120,27,0.934,1,60740,3.9,32520,44700,57560,72790,99510
"2011","CO","19740","Denver, CO","27-3043","Writers and Authors",,310,21.1,0.261,1,77500,11.1,32140,40440,65760,84640,116300
"2011","CO","19740","Denver, CO","27-3091","Interpreters and Translators",,850,32.4,0.711,1,63700,7,40750,48840,58910,80790,93590
"2011","CO","19740","Denver, CO","27-3099","Media and Communication Workers, All Other",,160,22.3,0.135,1,49590,3.9,31060,37690,45830,58970,75050
"2011","CO","19740","Denver, CO","27-4011","Audio and Video Equipment Technicians",,780,21.2,0.647,1,43490,4.9,23530,29180,40200,54060,69870
"2011","CO","19740","Denver, CO","27-4012","Broadcast Technicians",,370,12.7,0.312,1,48960,2.9,24480,36850,48110,60460,71600
"2011","CO","19740","Denver, CO","27-4014","Sound Engineering Technicians",,140,21.8,0.117,1,32700,8.5,16600,18230,25830,42200,62570
"2011","CO","19740","Denver, CO","27-4021","Photographers",,570,23.9,0.472,1,46070,6.9,19080,34690,45760,57250,72110
"2011","CO","19740","Denver, CO","27-4031","Camera Operators, Television, Video, and Motion Picture",,220,21.6,0.181,0.99,56750,4.4,35480,47740,56160,67990,76720
"2011","CO","19740","Denver, CO","27-4032","Film and Video Editors",,260,10.6,0.212,0.99,48340,5.7,25470,34100,44060,58440,80290
"2011","CO","19740","Denver, CO","27-4099","Media and Communication Equipment Workers, All Other",,240,21.5,0.202,0.99,56780,5,26110,32170,47140,79050,105380
"2011","CT","73450","Hartford, CT","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",8600,5.2,15.641,0.98,54580,4.1,20720,29470,49400,72830,100350
"2011","CT","73450","Hartford, CT","27-1014","Multimedia Artists and Animators",,210,4,0.387,0.98,47510,21.2,25430,27790,34030,53790,69600
"2011","CT","73450","Hartford, CT","27-1021","Commercial and Industrial Designers",,50,18.2,0.092,0.98,70750,4.3,35830,57070,69420,81950,94580
"2011","CT","73450","Hartford, CT","27-1023","Floral Designers",,200,18.8,0.368,0.98,31850,5.1,21920,25920,31060,37750,43870
"2011","CT","73450","Hartford, CT","27-1024","Graphic Designers",,740,7.5,1.34,0.98,55010,4.6,29830,37040,53060,69160,85520
"2011","CT","73450","Hartford, CT","27-1026","Merchandise Displayers and Window Trimmers",,340,23.3,0.617,0.98,27560,5.4,20440,22790,26760,30340,36740
"2011","CT","73450","Hartford, CT","27-1029","Designers, All Other",,50,35.5,0.086,0.97,51620,5.5,40400,43420,49070,60330,68500
"2011","CT","73450","Hartford, CT","27-2012","Producers and Directors",,950,4,1.73,0.97,93550,5.4,52430,94570,102640,110860,115790
"2011","CT","73450","Hartford, CT","27-2021","Athletes and Sports Competitors",,180,35.5,0.324,0.97,32360,21.1,20610,21790,23760,35180,63080
"2011","CT","73450","Hartford, CT","27-2041","Music Directors and Composers",,80,10.4,0.149,0.97,57040,6,21930,34250,46380,72090,122600
"2011","CT","73450","Hartford, CT","27-3011","Radio and Television Announcers",,90,25.7,0.167,0.97,46950,9.8,18760,21160,27510,45020,107270
"2011","CT","73450","Hartford, CT","27-3021","Broadcast News Analysts",,40,49.5,0.071,0.97,37290,11.1,21160,23860,29140,42990,76150
"2011","CT","73450","Hartford, CT","27-3022","Reporters and Correspondents",,190,23.8,0.345,0.97,45900,9.8,25570,28820,37650,63530,82140
"2011","CT","73450","Hartford, CT","27-3031","Public Relations Specialists",,870,8.1,1.585,0.97,61320,2.8,32080,46150,58960,73730,88100
"2011","CT","73450","Hartford, CT","27-3041","Editors",,180,19.1,0.331,0.97,65510,6,40410,48600,61050,81390,104950
"2011","CT","73450","Hartford, CT","27-3043","Writers and Authors",,110,20.2,0.191,0.97,65890,5.7,32160,39570,55210,77590,96210
"2011","CT","73450","Hartford, CT","27-3091","Interpreters and Translators",,130,9.4,0.228,0.97,53840,2.5,34470,40390,54060,70380,71440
"2011","CT","73450","Hartford, CT","27-4011","Audio and Video Equipment Technicians",,460,13.2,0.845,0.97,42430,2.9,28990,33140,40310,52280,58300
"2011","CT","73450","Hartford, CT","27-4021","Photographers",,120,12.3,0.222,0.97,60570,4.6,38640,52580,60840,69940,75320
"2011","CT","73450","Hartford, CT","27-4032","Film and Video Editors",,60,25.3,0.114,0.97,43610,5.5,32200,35860,41660,47170,67640
"2011","CT","73450","Hartford, CT","27-4099","Media and Communication Equipment Workers, All Other",,50,9.7,0.098,0.97,73140,3.3,47110,57580,75850,86980,95640
"2011","CT","75700","New Haven, CT","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",2870,9.2,10.78,0.97,51890,3.9,24750,33340,45520,67040,86470
"2011","CT","75700","New Haven, CT","27-1024","Graphic Designers",,490,11.5,1.829,0.97,49040,3.9,30550,37660,46360,58890,72490
"2011","CT","75700","New Haven, CT","27-1025","Interior Designers",,50,31.5,0.183,0.97,57660,6.8,35090,43700,55250,67830,82560
"2011","CT","75700","New Haven, CT","27-1026","Merchandise Displayers and Window Trimmers",,90,30,0.324,0.97,34350,9.9,19400,25940,35780,42970,46480
"2011","CT","75700","New Haven, CT","27-2012","Producers and Directors",,80,24,0.308,0.97,55100,6.7,18840,32320,42380,69700,107600
"2011","CT","75700","New Haven, CT","27-2041","Music Directors and Composers",,40,10.8,0.139,0.97,58660,9.1,31110,40850,52720,74900,91200
"2011","CT","75700","New Haven, CT","27-3031","Public Relations Specialists",,300,8.7,1.111,0.97,54970,4,28120,41290,52210,69600,85380
"2011","CT","75700","New Haven, CT","27-3041","Editors",,160,32.3,0.585,0.97,65260,4.6,38360,45130,65190,77490,101180
"2011","CT","75700","New Haven, CT","27-3042","Technical Writers",,40,21,0.162,0.97,65340,3.6,36730,45930,63460,84600,94710
"2011","CT","75700","New Haven, CT","27-3043","Writers and Authors",,60,26.2,0.207,0.97,65600,7.7,40310,46980,63910,72940,82210
"2011","CT","75700","New Haven, CT","27-3099","Media and Communication Workers, All Other",,40,12.2,0.164,0.96,36670,7.6,18210,19320,37630,47170,57610
"2011","CT","75700","New Haven, CT","27-4011","Audio and Video Equipment Technicians",,110,12.6,0.418,0.96,53620,3.3,34990,42890,54890,64870,72400
"2011","CT","75700","New Haven, CT","27-4014","Sound Engineering Technicians",,40,9.5,0.135,0.96,59570,9.9,25800,48440,66720,72600,76090
"2011","CT","75700","New Haven, CT","27-4021","Photographers",,80,37.9,0.296,0.96,46720,5.5,28420,32650,37440,64930,72920
"2011","DC","47894","Washington, DC","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",54430,4.7,23.558,0.96,70450,2.1,27480,42340,64390,91280,117970
"2011","DC","47894","Washington, DC","27-1011","Art Directors",,560,11.9,0.244,0.96,83270,2.7,45960,65090,81170,103290,121030
"2011","DC","47894","Washington, DC","27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators",,60,34.1,0.025,0.96,48460,11.8,21070,25050,45860,72870,82150
"2011","DC","47894","Washington, DC","27-1014","Multimedia Artists and Animators",,320,12.9,0.137,0.96,62850,3.4,37850,46740,60010,75190,92970
"2011","DC","47894","Washington, DC","27-1019","Artists and Related Workers, All Other",,1560,0.9,0.675,0.96,82740,2.5,52460,70780,84850,97330,109810
"2011","DC","47894","Washington, DC","27-1021","Commercial and Industrial Designers",,120,22.5,0.05,0.96,51700,5.9,29930,35480,48870,64720,75270
"2011","DC","47894","Washington, DC","27-1022","Fashion Designers",,30,41.2,0.014,0.96,43660,9.8,31670,34860,40450,45590,61810
"2011","DC","47894","Washington, DC","27-1023","Floral Designers",,560,11.4,0.242,0.96,29160,4.9,18190,23430,29230,35070,38520
"2011","DC","47894","Washington, DC","27-1024","Graphic Designers",,4590,4.5,1.985,0.96,63670,2.1,36400,45810,62480,79700,94320
"2011","DC","47894","Washington, DC","27-1025","Interior Designers",,1190,11.9,0.514,0.96,64130,3.6,33190,44000,55900,74850,110090
"2011","DC","47894","Washington, DC","27-1026","Merchandise Displayers and Window Trimmers",,720,25.4,0.311,0.96,30540,3.5,19000,22130,27420,36540,45750
"2011","DC","47894","Washington, DC","27-1027","Set and Exhibit Designers",,260,12.5,0.114,0.96,63690,4.5,32090,46430,67120,79870,89850
"2011","DC","47894","Washington, DC","27-2012","Producers and Directors",,2180,6.8,0.943,0.95,90320,1.9,47070,67040,87790,108850,133600
"2011","DC","47894","Washington, DC","27-2032","Choreographers",,290,46.4,0.126,0.95,51630,4.7,39580,42440,47210,61460,72950
"2011","DC","47894","Washington, DC","27-2041","Music Directors and Composers",,310,16.3,0.132,0.95,58730,6.4,20810,29690,55010,76780,92990
"2011","DC","47894","Washington, DC","27-3021","Broadcast News Analysts",,320,38.2,0.137,0.95,74150,4.7,36790,51570,68350,85090,108620
"2011","DC","47894","Washington, DC","27-3022","Reporters and Correspondents",,2630,13.9,1.136,0.95,66360,6.6,25850,35680,53300,89790,115400
"2011","DC","47894","Washington, DC","27-3031","Public Relations Specialists",,12690,3.6,5.491,0.95,81700,3.2,35390,50210,73720,101270,134110
"2011","DC","47894","Washington, DC","27-3041","Editors",,4610,6.2,1.996,0.95,73350,2.2,41760,52520,65600,86910,115770
"2011","DC","47894","Washington, DC","27-3042","Technical Writers",,3210,10.7,1.39,0.95,76920,3.4,41640,60740,74800,93780,113050
"2011","DC","47894","Washington, DC","27-3043","Writers and Authors",,2390,10.8,1.035,0.95,78870,3.5,43810,58380,76000,98030,115740
"2011","DC","47894","Washington, DC","27-3091","Interpreters and Translators",,3400,19,1.471,0.95,93670,6.6,35230,59940,95780,131850,144820
"2011","DC","47894","Washington, DC","27-3099","Media and Communication Workers, All Other",,560,22.6,0.244,0.95,50440,8.3,22660,31990,42610,65820,87360
"2011","DC","47894","Washington, DC","27-4011","Audio and Video Equipment Technicians",,940,8.7,0.408,0.95,50620,2.4,31130,36820,46430,61160,79080
"2011","DC","47894","Washington, DC","27-4012","Broadcast Technicians",,860,16.5,0.371,0.95,62010,7.3,19700,35330,57970,84130,93110
"2011","DC","47894","Washington, DC","27-4013","Radio Operators",,180,15,0.076,0.95,54880,4.4,43930,46410,51580,58010,81770
"2011","DC","47894","Washington, DC","27-4014","Sound Engineering Technicians",,210,14.1,0.09,0.95,55560,5.8,25020,33180,50360,77830,99970
"2011","DC","47894","Washington, DC","27-4021","Photographers",,830,14.9,0.36,0.95,52550,7.8,18680,27490,40300,70870,96100
"2011","DC","47894","Washington, DC","27-4031","Camera Operators, Television, Video, and Motion Picture",,280,15.2,0.12,0.95,66850,5.5,27720,42030,69020,88680,105190
"2011","DC","47894","Washington, DC","27-4032","Film and Video Editors",,350,15.6,0.152,0.95,69540,4.9,31540,42890,67260,90810,113870
"2011","DC","47894","Washington, DC","27-4099","Media and Communication Equipment Workers, All Other",,920,3.4,0.399,0.95,93280,1.9,63950,81210,94970,109820,118340
"2011","FL","22744","Fort Lauderdale, FL","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",7890,6.1,11.334,0.93,49550,2.4,21350,29910,42930,61470,84390
"2011","FL","22744","Fort Lauderdale, FL","27-1011","Art Directors",,50,18.8,0.069,0.93,78740,6.3,40560,62290,73370,92240,135050
"2011","FL","22744","Fort Lauderdale, FL","27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators",,60,31.2,0.089,0.93,25950,7,16910,19200,23420,32530,37460
"2011","FL","22744","Fort Lauderdale, FL","27-1014","Multimedia Artists and Animators",,80,38.2,0.115,0.93,56370,2.6,40750,44020,54200,69220,75190
"2011","FL","22744","Fort Lauderdale, FL","27-1023","Floral Designers",,210,27.1,0.298,0.93,26410,6.8,20790,22400,25290,29980,34820
"2011","FL","22744","Fort Lauderdale, FL","27-1024","Graphic Designers",,1100,11.9,1.585,0.93,44730,2.5,25820,33680,42740,54480,66420
"2011","FL","22744","Fort Lauderdale, FL","27-1025","Interior Designers",,390,30.4,0.558,0.93,44990,11.5,17840,22250,41060,63820,82470
"2011","FL","22744","Fort Lauderdale, FL","27-1026","Merchandise Displayers and Window Trimmers",,190,39.1,0.272,0.93,29380,3.2,17970,21710,27350,35200,44590
"2011","FL","22744","Fort Lauderdale, FL","27-2012","Producers and Directors",,450,12.9,0.644,0.93,71330,3.8,31730,47700,64310,85070,117660
"2011","FL","22744","Fort Lauderdale, FL","27-2021","Athletes and Sports Competitors",,410,17.7,0.586,0.93,56200,19,17120,19980,33780,67200,108550
"2011","FL","22744","Fort Lauderdale, FL","27-2041","Music Directors and Composers",,40,24.6,0.062,0.93,57350,9.3,31430,39990,47360,77350,90770
"2011","FL","22744","Fort Lauderdale, FL","27-3011","Radio and Television Announcers",,80,27.3,0.114,0.93,51960,7.6,19460,24020,36010,57020,102590
"2011","FL","22744","Fort Lauderdale, FL","27-3012","Public Address System and Other Announcers",,30,24.6,0.049,0.93,30720,6.1,21040,24690,28740,33760,39420
"2011","FL","22744","Fort Lauderdale, FL","27-3022","Reporters and Correspondents",,240,43.2,0.351,0.93,52160,3.5,23720,34690,44680,67050,88930
"2011","FL","22744","Fort Lauderdale, FL","27-3031","Public Relations Specialists",,1100,12.8,1.587,0.93,64090,3.6,35490,44580,56240,78030,100920
"2011","FL","22744","Fort Lauderdale, FL","27-3041","Editors",,440,25.2,0.633,0.93,61740,8.1,28320,41490,57370,74120,109460
"2011","FL","22744","Fort Lauderdale, FL","27-3042","Technical Writers",,160,18.4,0.226,0.93,62310,7.6,31850,43390,63190,75700,95840
"2011","FL","22744","Fort Lauderdale, FL","27-3043","Writers and Authors",,140,18.3,0.204,0.93,46100,9.7,19950,32310,43880,57240,78990
"2011","FL","22744","Fort Lauderdale, FL","27-3091","Interpreters and Translators",,140,39.7,0.201,0.93,66460,11,25600,33400,54860,106460,116450
"2011","FL","22744","Fort Lauderdale, FL","27-3099","Media and Communication Workers, All Other",,100,19.1,0.142,0.93,41940,3.7,27130,33270,39760,47240,59420
"2011","FL","22744","Fort Lauderdale, FL","27-4011","Audio and Video Equipment Technicians",,340,21.5,0.494,0.93,45350,4.5,28380,33690,42160,58550,69900
"2011","FL","22744","Fort Lauderdale, FL","27-4012","Broadcast Technicians",,140,26.1,0.2,0.93,29360,7.1,17790,20150,22300,26860,63200
"2011","FL","22744","Fort Lauderdale, FL","27-4014","Sound Engineering Technicians",,180,42.9,0.257,0.93,37180,6.2,25190,31540,35770,43110,52120
"2011","FL","22744","Fort Lauderdale, FL","27-4021","Photographers",,300,31.7,0.438,0.93,36180,15.2,17110,19780,23870,50070,74620
"2011","FL","22744","Fort Lauderdale, FL","27-4031","Camera Operators, Television, Video, and Motion Picture",,110,25.3,0.162,0.93,46700,4,31570,34460,42980,60740,69760
"2011","FL","22744","Fort Lauderdale, FL","27-4032","Film and Video Editors",,370,46.5,0.536,0.93,36340,4.9,22110,29640,36020,43040,47750
"2011","FL","27260","Jacksonville, FL","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",5620,4.5,9.785,0.92,45010,1.8,21900,31060,41660,52400,72150
"2011","FL","27260","Jacksonville, FL","27-1014","Multimedia Artists and Animators",,100,5.1,0.18,0.92,47680,3.6,37580,41030,45690,53150,59340
"2011","FL","27260","Jacksonville, FL","27-1021","Commercial and Industrial Designers",,60,23.6,0.11,0.92,57290,4.2,39680,49200,55160,61190,82580
"2011","FL","27260","Jacksonville, FL","27-1023","Floral Designers",,140,20.2,0.235,0.92,24870,3.2,18090,20980,24980,28810,31480
"2011","FL","27260","Jacksonville, FL","27-1024","Graphic Designers",,790,11.6,1.384,0.92,45490,4,28320,33630,41140,52490,67320
"2011","FL","27260","Jacksonville, FL","27-1025","Interior Designers",,280,19.6,0.495,0.92,50370,6.8,32540,40200,46230,60080,76140
"2011","FL","27260","Jacksonville, FL","27-1026","Merchandise Displayers and Window Trimmers",,210,27.6,0.373,0.92,30870,5.7,22070,25930,29460,35020,39130
"2011","FL","27260","Jacksonville, FL","27-2012","Producers and Directors",,180,13.2,0.319,0.92,62190,6.3,35190,43390,55800,72960,100150
"2011","FL","27260","Jacksonville, FL","27-2041","Music Directors and Composers",,60,26.9,0.098,0.92,67970,19.4,30190,37490,53660,98590,133670
"2011","FL","27260","Jacksonville, FL","27-3022","Reporters and Correspondents",,110,25,0.198,0.92,38310,8,21320,27970,37400,45240,62020
"2011","FL","27260","Jacksonville, FL","27-3031","Public Relations Specialists",,890,9.9,1.544,0.92,53140,2.1,31590,39410,48520,64570,81470
"2011","FL","27260","Jacksonville, FL","27-3041","Editors",,240,12.1,0.41,0.92,56480,4.8,32960,38620,50010,68570,90310
"2011","FL","27260","Jacksonville, FL","27-3042","Technical Writers",,160,13.6,0.287,0.92,57160,7.5,34220,40810,49310,70780,97570
"2011","FL","27260","Jacksonville, FL","27-3043","Writers and Authors",,130,9.8,0.231,0.92,43040,7.8,17370,31410,40210,53410,76800
"2011","FL","27260","Jacksonville, FL","27-3091","Interpreters and Translators",,80,12.5,0.14,0.92,36750,2.3,28010,31200,35930,42130,47010
"2011","FL","27260","Jacksonville, FL","27-3099","Media and Communication Workers, All Other",,30,40.1,0.059,0.92,43410,3.5,28860,38210,42990,48690,59010
"2011","FL","27260","Jacksonville, FL","27-4011","Audio and Video Equipment Technicians",,90,29.5,0.153,0.92,33570,3.9,25290,27150,30260,38300,45840
"2011","FL","27260","Jacksonville, FL","27-4012","Broadcast Technicians",,150,18.7,0.264,0.92,26800,2.5,16950,19150,23390,33360,42180
"2011","FL","27260","Jacksonville, FL","27-4014","Sound Engineering Technicians",,50,22.2,0.082,0.92,61690,16,35420,43050,62190,76350,93060
"2011","FL","27260","Jacksonville, FL","27-4021","Photographers",,130,8.3,0.231,0.92,29180,8,17450,20620,26820,31170,46060
"2011","FL","27260","Jacksonville, FL","27-4031","Camera Operators, Television, Video, and Motion Picture",,120,11.3,0.201,0.92,29230,8.6,19840,22280,26570,34020,45160
"2011","FL","27260","Jacksonville, FL","27-4032","Film and Video Editors",,280,3.1,0.49,0.92,42170,4.4,39040,40660,43350,46040,47660
"2011","FL","33124","Miami, FL","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",14740,4.9,15.081,0.92,51290,4.4,19870,26940,42310,60270,87360
"2011","FL","33124","Miami, FL","27-1011","Art Directors",,120,18.1,0.118,0.92,72650,5.6,47750,56540,67190,77380,110900
"2011","FL","33124","Miami, FL","27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators",,150,31.1,0.155,0.92,27470,16.2,16310,17690,25410,36200,44360
"2011","FL","33124","Miami, FL","27-1014","Multimedia Artists and Animators",,210,22.4,0.212,0.92,59630,4.5,39680,45670,54910,68150,96430
"2011","FL","33124","Miami, FL","27-1022","Fashion Designers",,140,18.8,0.147,0.91,72070,13.3,36110,44900,64380,75050,130390
"2011","FL","33124","Miami, FL","27-1023","Floral Designers",,580,15.5,0.597,0.91,24520,5.3,16830,19100,24070,28960,34400
"2011","FL","33124","Miami, FL","27-1024","Graphic Designers",,1660,9.2,1.698,0.91,46980,3.4,23350,32060,43930,56760,72260
"2011","FL","33124","Miami, FL","27-1025","Interior Designers",,480,22.2,0.49,0.91,48880,8.7,21780,27550,44760,58770,80170
